date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:02:21	36358/36358	---M--	200	added ('OK')	image/jpeg	etag:%228e06-53088a8445b98%22	https://laptopunderbudget.com/wp-content/uploads/2016/04/Apple-MacBook-Air-Early-2015-Model.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/04/Apple-MacBook-Air-Early-2015-Model.jpg	(from https://laptopunderbudget.com/best-laptops-for-writers/)
23:02:21	28484/28484	---M--	200	added ('OK')	image/jpeg	etag:%226f44-5795f0c974f03%22	https://laptopunderbudget.com/wp-content/uploads/2018/04/lenovo-thinkpad-x1-carbon-gen6.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/04/lenovo-thinkpad-x1-carbon-gen6.jpg	(from https://laptopunderbudget.com/best-laptops-for-writers/)
23:02:22	17094/17094	---M--	200	added ('OK')	image/jpeg	etag:%2242c6-5852cf4693681%22	https://laptopunderbudget.com/wp-content/uploads/2019/01/HP-Spectre-x360-2019.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2019/01/HP-Spectre-x360-2019.jpg	(from https://laptopunderbudget.com/best-laptops-for-writers/)
23:02:23	29035/29035	---M--	200	added ('OK')	image/jpeg	etag:%22716b-57c7075cd7f81%22	https://laptopunderbudget.com/wp-content/uploads/2018/11/Lenovo-ThinkPad-Yoga-11e-5th-Gen.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/11/Lenovo-ThinkPad-Yoga-11e-5th-Gen.jpg	(from https://laptopunderbudget.com/best-laptops-for-writers/)
23:02:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202020%2006:00:06%20GMT	https://laptopunderbudget.com/expert-advise	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/expert-advise	(from https://laptopunderbudget.com/best-laptops-for-writers/)
23:02:24	24478/24478	---M--	200	added ('OK')	image/jpeg	etag:%225f9e-53b26cbfa7b94%22	https://laptopunderbudget.com/wp-content/uploads/2016/08/Best-Laptops-for-Programming-of-2016.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/08/Best-Laptops-for-Programming-of-2016.jpg	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:24	145851/145851	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2006:00:06%20GMT	https://laptopunderbudget.com/best-laptops-for-quickbooks/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-for-quickbooks/index.html	(from https://laptopunderbudget.com/best-laptops-for-writers/)
23:02:24	2668/2668	---M-Z	200	added ('OK')	application/json	date:Mon,%2006%20Apr%202020%2006:00:07%20GMT	https://laptopunderbudget.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flaptopunderbudget.com%2Fbest-laptops-for-programming%2F	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-json/oembed/1.0/embed44c6.json	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202020%2006:00:08%20GMT	https://laptopunderbudget.com/?p=1433	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/index73f1.html	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:25	2980/2980	---M-Z	200	added ('OK')	text/xml	date:Mon,%2006%20Apr%202020%2006:00:08%20GMT	https://laptopunderbudget.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flaptopunderbudget.com%2Fbest-laptops-for-programming%2F&format=xml	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-json/oembed/1.0/embed7cbf	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:25	11629/11629	---MC-	200	added ('OK')	application/rss+xml	etag:%2229a5cb08cd8d8afedad6a3ccadacb1d8%22	https://laptopunderbudget.com/best-laptops-for-programming/feed/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-for-programming/feed/index.html	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:25	33407/33407	---M--	200	added ('OK')	image/jpeg	etag:%22827f-55bcef3899287%22	https://laptopunderbudget.com/wp-content/uploads/2017/10/ASUS-VivoBook-F510UA-Full-HD-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2017/10/ASUS-VivoBook-F510UA-Full-HD-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:26	26001/26001	---M--	200	added ('OK')	image/jpeg	etag:%226591-539ccbbc00254%22	https://laptopunderbudget.com/wp-content/uploads/2016/08/Acer-Aspire-E-15-E5-575G-76YK-15.6-Full-HD-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/08/Acer-Aspire-E-15-E5-575G-76YK-15.6-Full-HD-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:26	34591/34591	---M--	200	added ('OK')	image/jpeg	etag:%22871f-56d2fe62112d8%22	https://laptopunderbudget.com/wp-content/uploads/2018/04/Dell-XPS-15-9570-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/04/Dell-XPS-15-9570-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:26	140454/140454	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2006:00:09%20GMT	https://laptopunderbudget.com/acer-aspire-e5-575g-53vg-review/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/acer-aspire-e5-575g-53vg-review/index.html	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:27	37370/37370	---M--	200	added ('OK')	image/jpeg	etag:%2291fa-546c5b5bb1c31%22	https://laptopunderbudget.com/wp-content/uploads/2017/01/Apple-MacBook-Pro-13-Inch-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2017/01/Apple-MacBook-Pro-13-Inch-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:27	30675/30675	---M--	200	added ('OK')	image/jpeg	etag:%2277d3-562811da48d33%22	https://laptopunderbudget.com/wp-content/uploads/2017/12/ASUS-VivoBook-S-Full-HD-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2017/12/ASUS-VivoBook-S-Full-HD-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:27	24034/24034	---M--	200	added ('OK')	image/jpeg	etag:%225de2-571058cf6fd23%22	https://laptopunderbudget.com/wp-content/uploads/2018/06/Dell-G5-series-Gaming-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/06/Dell-G5-series-Gaming-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:27	174007/174007	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2006:00:09%20GMT	https://laptopunderbudget.com/best-i7-laptops/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-i7-laptops/index.html	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:28	38456/38456	---M--	200	added ('OK')	image/jpeg	etag:%229638-56f2bad9786d8%22	https://laptopunderbudget.com/wp-content/uploads/2018/05/Acer-Swift-3-SF413-54-56L8-14-inch-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/05/Acer-Swift-3-SF413-54-56L8-14-inch-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:28	33584/33584	---M--	200	added ('OK')	image/jpeg	etag:%228330-589626f0eeca7%22	https://laptopunderbudget.com/wp-content/uploads/2018/11/Lenovo-ThinkPad-T590.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/11/Lenovo-ThinkPad-T590.jpg	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:28	36365/36365	---M--	200	added ('OK')	image/jpeg	etag:%228e0d-57ef6f290eec1%22	https://laptopunderbudget.com/wp-content/uploads/2019/01/ASUS-Chromebook-Flip-C434-1.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2019/01/ASUS-Chromebook-Flip-C434-1.jpg	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:29	30489/30489	---M--	200	added ('OK')	image/jpeg	etag:%227719-58034c21ed4c1%22	https://laptopunderbudget.com/wp-content/uploads/2018/05/LG-Gram-17.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/05/LG-Gram-17.jpg	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202020%2006:00:12%20GMT	https://laptopunderbudget.com/expert-advise	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/expert-advise	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:29	91196/91196	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2006:00:12%20GMT	https://laptopunderbudget.com/tag/best-laptops-for-programming-and-gaming/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/tag/best-laptops-for-programming-and-gaming/index.html	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:29	27392/27392	---M-Z	200	added ('OK')	text/css	etag:%226b00-53189f19cc074-gzip%22	https://laptopunderbudget.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.10	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min8f82.css	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:29	18520/18520	---M-Z	200	added ('OK')	application/x-javascript	etag:%224858-53189f19d6c54-gzip%22	https://laptopunderbudget.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=4.10	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min8f82.js	(from https://laptopunderbudget.com/best-laptops-for-programming/)
23:02:30	2742/2742	---M-Z	200	added ('OK')	application/json	date:Mon,%2006%20Apr%202020%2006:00:13%20GMT	https://laptopunderbudget.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flaptopunderbudget.com%2Fbest-linux-laptops%2F	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-json/oembed/1.0/embed341c.json	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:30	1055/1055	---M--	200	added ('OK')	application/rss+xml	etag:%2229a5cb08cd8d8afedad6a3ccadacb1d8%22	https://laptopunderbudget.com/best-linux-laptops/feed/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-linux-laptops/feed/index.html	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202020%2006:00:14%20GMT	https://laptopunderbudget.com/?p=2908	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/index35d9.html	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:31	3051/3051	---M-Z	200	added ('OK')	text/xml	date:Mon,%2006%20Apr%202020%2006:00:14%20GMT	https://laptopunderbudget.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flaptopunderbudget.com%2Fbest-linux-laptops%2F&format=xml	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-json/oembed/1.0/embedad4d	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:31	30406/30406	---M--	200	added ('OK')	image/jpeg	etag:%2276c6-55c6fb568fda7%22	https://laptopunderbudget.com/wp-content/uploads/2017/10/dell-xps-13-developer-edition-1.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2017/10/dell-xps-13-developer-edition-1.jpg	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:31	49790/49790	---M--	200	added ('OK')	image/jpeg	etag:%22c27e-55c6fa1a74067%22	https://laptopunderbudget.com/wp-content/uploads/2017/10/why-linux-is-better-than-windows-and-macos.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2017/10/why-linux-is-better-than-windows-and-macos.jpg	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:32	30675/30675	---M--	200	added ('OK')	image/jpeg	etag:%2277d3-57c179b5696a1%22	https://laptopunderbudget.com/wp-content/uploads/2018/04/System76-Galago-Pro-2018.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/04/System76-Galago-Pro-2018.jpg	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:32	21238/21238	---M--	200	added ('OK')	image/jpeg	etag:%2252f6-56a92b295a977%22	https://laptopunderbudget.com/wp-content/uploads/2018/01/System76-Bonobo-WS-17-inch-Linux-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/01/System76-Bonobo-WS-17-inch-Linux-Laptop.jpg	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:32	22474/22474	---M--	200	added ('OK')	image/jpeg	etag:%2257ca-5942674772471%22	https://laptopunderbudget.com/wp-content/uploads/2018/12/Pinebook-Pro.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/12/Pinebook-Pro.jpg	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:32	25390/25390	---M--	200	added ('OK')	image/jpeg	etag:%22632e-59427b2148791%22	https://laptopunderbudget.com/wp-content/uploads/2018/12/Dell-Precison-5540-Thin-and-Light-Linux-Workstation-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/12/Dell-Precison-5540-Thin-and-Light-Linux-Workstation-Laptop.jpg	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:33	26121/26121	---M--	200	added ('OK')	image/jpeg	etag:%226609-53de52a891ed4%22	https://laptopunderbudget.com/wp-content/uploads/2016/10/Acer-Aspire-E5-575G-53VG-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/10/Acer-Aspire-E5-575G-53VG-Laptop.jpg	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:33	20669/20669	---M--	200	added ('OK')	image/jpeg	etag:%2250bd-574d4681330a2%22	https://laptopunderbudget.com/wp-content/uploads/2018/09/ASUS-ZenBook-13-UX331UA-AS51.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/09/ASUS-ZenBook-13-UX331UA-AS51.jpg	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:33	23124/23124	---M--	200	added ('OK')	image/jpeg	etag:%225a54-5944c68b4de91%22	https://laptopunderbudget.com/wp-content/uploads/2018/12/HP-Stream-14-2019.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/12/HP-Stream-14-2019.jpg	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:34	40085/40085	---M--	200	added ('OK')	image/jpeg	etag:%229c95-55bd4a5ec8ea7%22	https://laptopunderbudget.com/wp-content/uploads/2017/10/ASUS-Chromebook-Flip-C302CA-DHM4.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2017/10/ASUS-Chromebook-Flip-C302CA-DHM4.jpg	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:34	27574/27574	---M--	200	added ('OK')	image/jpeg	etag:%226bb6-57c2367aab0a1%22	https://laptopunderbudget.com/wp-content/uploads/2018/04/Acer-Chromebook-13.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/04/Acer-Chromebook-13.jpg	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202020%2006:00:17%20GMT	https://laptopunderbudget.com/expert-advise	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/expert-advise	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:35	86166/86166	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2006:00:17%20GMT	https://laptopunderbudget.com/tag/best-laptop-for-linux/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/tag/best-laptop-for-linux/index.html	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:35	31945/31945	---M--	200	added ('OK')	image/jpeg	etag:%227cc9-5413d40f4c8d4%22	https://laptopunderbudget.com/wp-content/uploads/2016/11/best-laptops-for-cad-work-featured-image.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2016/11/best-laptops-for-cad-work-featured-image.jpg	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:35	86178/86178	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2006:00:18%20GMT	https://laptopunderbudget.com/tag/best-laptop-for-ubuntu/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/tag/best-laptop-for-ubuntu/index.html	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:36	86145/86145	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2006:00:18%20GMT	https://laptopunderbudget.com/tag/best-ubuntu-laptops/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/tag/best-ubuntu-laptops/index.html	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:36	2746/2746	---M-Z	200	added ('OK')	application/json	date:Mon,%2006%20Apr%202020%2006:00:19%20GMT	https://laptopunderbudget.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flaptopunderbudget.com%2Fbest-laptops-for-cad%2F	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-json/oembed/1.0/embed0d59.json	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:36	9735/9735	---MC-	200	added ('OK')	application/rss+xml	etag:%2229a5cb08cd8d8afedad6a3ccadacb1d8%22	https://laptopunderbudget.com/best-laptops-for-cad/feed/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-for-cad/feed/index.html	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:36	89377/89377	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2006:00:19%20GMT	https://laptopunderbudget.com/tag/best-linux-laptops/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/tag/best-linux-laptops/index.html	(from https://laptopunderbudget.com/best-linux-laptops/)
23:02:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202020%2006:00:20%20GMT	https://laptopunderbudget.com/?p=1717	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/index6713.html	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:37	3055/3055	---M-Z	200	added ('OK')	text/xml	date:Mon,%2006%20Apr%202020%2006:00:20%20GMT	https://laptopunderbudget.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flaptopunderbudget.com%2Fbest-laptops-for-cad%2F&format=xml	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-json/oembed/1.0/embed9cec	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:37	16746/16746	---M--	200	added ('OK')	image/jpeg	etag:%22416a-59cd39a674d3b%22	https://laptopunderbudget.com/wp-content/uploads/2019/02/Apple-MacBook-Pro-16.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2019/02/Apple-MacBook-Pro-16.jpg	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:37	40070/40070	---M--	200	added ('OK')	image/jpeg	etag:%229c86-59cd431ef3b9b%22	https://laptopunderbudget.com/wp-content/uploads/2019/02/Lenovo-ThinkPad-P53-Mobile-Workstation-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2019/02/Lenovo-ThinkPad-P53-Mobile-Workstation-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:38	20697/20697	---M--	200	added ('OK')	image/jpeg	etag:%2250d9-581a016887181%22	https://laptopunderbudget.com/wp-content/uploads/2018/06/MSI-WS65-Workstation-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/06/MSI-WS65-Workstation-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:38	24660/24660	---M--	200	added ('OK')	image/jpeg	etag:%226054-5914f1795599a%22	https://laptopunderbudget.com/wp-content/uploads/2019/02/MSI-WE65-9TJ-15.6-inch-Workstation-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2019/02/MSI-WE65-9TJ-15.6-inch-Workstation-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:38	20122/20122	---M--	200	added ('OK')	image/jpeg	etag:%224e9a-59cdd5d83c33b%22	https://laptopunderbudget.com/wp-content/uploads/2019/02/Dell-Precision-3541-15-inch-Workstation-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2019/02/Dell-Precision-3541-15-inch-Workstation-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:39	26475/26475	---M--	200	added ('OK')	image/jpeg	etag:%22676b-59ce6ff8241db%22	https://laptopunderbudget.com/wp-content/uploads/2019/02/HP-ZBook-15-G6-Workstation-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2019/02/HP-ZBook-15-G6-Workstation-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:39	18889/18889	---M--	200	added ('OK')	image/jpeg	etag:%2249c9-581a2c125c5a1%22	https://laptopunderbudget.com/wp-content/uploads/2018/06/HP-ZBook-15u-G5-Thin-and-Light-Workstation-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2018/06/HP-ZBook-15u-G5-Thin-and-Light-Workstation-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:39	43823/43823	---M--	200	added ('OK')	image/jpeg	etag:%22ab2f-55f6d5c1caf26%22	https://laptopunderbudget.com/wp-content/uploads/2017/09/Dell-Precision-5520-Workstation-Ultrabook.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2017/09/Dell-Precision-5520-Workstation-Ultrabook.jpg	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:39	23739/23739	---M--	200	added ('OK')	image/jpeg	etag:%225cbb-59cf5c7899f3b%22	https://laptopunderbudget.com/wp-content/uploads/2019/02/Lenovo-ThinkPad-P73-Workstation-Laptop.jpg	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-content/uploads/2019/02/Lenovo-ThinkPad-P73-Workstation-Laptop.jpg	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202020%2006:00:23%20GMT	https://laptopunderbudget.com/expert-advise	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/expert-advise	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:40	89735/89735	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2006:00:23%20GMT	https://laptopunderbudget.com/tag/best-laptops-for-3d-modeling-and-rendering/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/tag/best-laptops-for-3d-modeling-and-rendering/index.html	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:41	89702/89702	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2006:00:23%20GMT	https://laptopunderbudget.com/tag/best-laptops-for-solidworks-and-autocad/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/tag/best-laptops-for-solidworks-and-autocad/index.html	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:41	89559/89559	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2006:00:23%20GMT	https://laptopunderbudget.com/tag/best-laptops-for-cad-works/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/tag/best-laptops-for-cad-works/index.html	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:41	92710/92710	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2006:00:24%20GMT	https://laptopunderbudget.com/tag/best-workstation-laptops/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/tag/best-workstation-laptops/index.html	(from https://laptopunderbudget.com/best-laptops-for-cad/)
23:02:42	2756/2756	---M-Z	200	added ('OK')	application/json	date:Mon,%2006%20Apr%202020%2006:00:25%20GMT	https://laptopunderbudget.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flaptopunderbudget.com%2Fbest-laptops-for-photo-editing%2F	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/wp-json/oembed/1.0/embed562e.json	(from https://laptopunderbudget.com/best-laptops-for-photo-editing/)
23:02:42	14765/14765	---MC-	200	added ('OK')	application/rss+xml	etag:%2229a5cb08cd8d8afedad6a3ccadacb1d8%22	https://laptopunderbudget.com/best-laptops-for-photo-editing/feed/	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/best-laptops-for-photo-editing/feed/index.html	(from https://laptopunderbudget.com/best-laptops-for-photo-editing/)
23:02:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Apr%202020%2006:00:25%20GMT	https://laptopunderbudget.com/?p=1685	E:/My%20Web%20Sites/AB%202/Affiliate%20blog%202/laptopunderbudget.com/index7d98.html	(from https://laptopunderbudget.com/best-laptops-for-photo-editing/)
